relation.code,relation.type,relation.short,relation.long.desc,visibility,correctness,comments.scores,participant.ID,cond,urban.test.score,age,gender,VR.experience,time.of.questionnaire,comments.questionnaire,time.of.unity.flight,comments.unity.time,trial,RAW.TLX,comments.drawing.time,drawing.time,relation.dim,order,relation.visible.on.both.sketchmaps
ZAP,object-path.relations,Z (height),"Correct, if Car is on the same height(overlapped boundaries in the Z-direction) as the first segment of the path",1,1,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,Z,3D_first,1
XAB,object-object.relations,Car to tree? X (from left to right of the front of the first building),"Correct, if Car is further right than the Tree",1,1,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,X,3D_first,1
YAB,object-object.relations,Y (front to back of the first building),"Correct, if Car is closer to the front than the Tree",1,1,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,Y,3D_first,1
ZAB,object-object.relations,Z (height),"Correct, if Car is below the Tree.",1,1,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,Z,3D_first,1
XAK,object-object.relations,Car to cat? X (from left to right of the front of the first building),"Correct, if Car is further to the left than the Cat",1,1,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,X,3D_first,1
YAK,object-object.relations,Y (front to back of the first building),"Correct, if Car is more to the front than the Cat",1,1,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,Y,3D_first,1
ZAK,object-object.relations,Z (height),"Correct, if Car is below the Cat",1,1,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,Z,3D_first,1
XBK,object-object.relations,Tree to cat? X (from left to right of the front of the first building),"Correct, if Tree is further to the left than the Cat",1,1,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,X,3D_first,1
YBK,object-object.relations,Y (front to back of the first building),"Correct, if Tree is further to the back than the Cat",1,1,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,Y,3D_first,1
ZBK,object-object.relations,Z (height),"Correct, if Tree is below the Cat",0,NA,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,Z,3D_first,0
XKN,object-object.relations,cat to Rhino X (from left to right of the front of the first building),"Correct, if Cat is further right than the Rhino",1,1,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,X,3D_first,1
YKN,object-object.relations,Y (front to back of the first building),"Correct, if Cat is further to the back than the Rhino",1,0,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,Y,3D_first,1
ZKN,object-object.relations,Z (height),"Correct, if Cat is above the Rhino",1,1,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,Z,3D_first,1
XAN,object-object.relations,Car to Rhino? X (from left to right of the front of the first building),"Correct, if Car is further right than the Rhino",1,1,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,X,3D_first,1
YAN,object-object.relations,Y (front to back of the first building),"Correct, if Car is closer to the front than the Rhino",1,1,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,Y,3D_first,1
ZAN,object-object.relations,Z (height),"Correct, if both are on the same level",1,1,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,Z,3D_first,1
XBN,object-object.relations,Tree to Rhino? X (from left to right of the front of the first building),"Correct, if Tree and Rhino are the same to the left",1,0,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,X,3D_first,1
YBN,object-object.relations,Y (front to back of the first building),"Correct, if Tree is further back than the Rhino",1,1,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,Y,3D_first,1
ZBN,object-object.relations,Z (height),"Correct, if Tree is above the Rhino",1,1,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,Z,3D_first,1
XKH,object-object.relations,Cat to Shark? X (from left to right of the front of the first building),"Correct, if Cat is further right than the Shark",1,1,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,X,3D_first,1
YKH,object-object.relations,Y (front to back of the first building),"Correct, if Cat is closer to the front than the Shark",1,1,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,Y,3D_first,1
ZKH,object-object.relations,Z (height),"Correct, if Cat is above the Shark",0,NA,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,Z,3D_first,0
XNH,object-object.relations,Rhino to Shark? X (from left to right of the front of the first building),"Correct, if Rhino is further right than the Shark",1,0,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,X,3D_first,1
YNH,object-object.relations,Y (front to back of the first building),"Correct, if Rhino is closer to the front than the Shark",1,1,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,Y,3D_first,1
ZNH,object-object.relations,Z (height),"Correct, if Shark is above the Rhino",1,1,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,Z,3D_first,1
XBH,object-object.relations,Tree to shark? X (from left to right of the front of the first building),"Correct, if Tree is further right than the Shark",1,1,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,X,3D_first,1
YBH,object-object.relations,Y (front to back of the first building),"Correct, if Tree is closer to the front than the Shark",1,1,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,Y,3D_first,1
ZBH,object-object.relations,Z (height),"Correct, if Tree and Shark are on the same level",1,0,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,Z,3D_first,1
XAH,object-object.relations,Car to shark? X (from left to right of the front of the first building),"Correct, if Car is further to the right than the Shark",1,1,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,X,3D_first,1
YAH,object-object.relations,Y (front to back of the first building),"Correct, if Car is closer to the front than the Shark",1,1,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,Y,3D_first,1
ZAH,object-object.relations,Z (height),"Correct, if Shark is above the Car",1,1,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,Z,3D_first,1
XSH,object-object.relations,Sheep to Shark? X (from left to right of the front of the first building),"Correct, if Sheep is further right than the Shark",1,1,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,X,3D_first,1
YSH,object-object.relations,Y (front to back of the first building),"Correct, if Sheep is further back than the Shark",0,NA,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,Y,3D_first,0
ZSH,object-object.relations,Z (height),"Correct, if Sheep is above the Shark",0,NA,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,Z,3D_first,0
XNS,object-object.relations,Rhino to sheep? X (from left to right of the front of the first building),"Correct, if Rhino is further left than the Sheep",1,1,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,X,3D_first,1
YNS,object-object.relations,Y (front to back of the first building),"Correct, if Rhino is closer to the front than the Sheep",1,1,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,Y,3D_first,1
ZNS,object-object.relations,Z (height),"Correct, if Sheep is above the Rhino",1,1,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,Z,3D_first,1
XKS,object-object.relations,cat to Sheep? X (from left to right of the front of the first building),"Correct, if Sheep is further right than the Cat",1,1,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,X,3D_first,1
YKS,object-object.relations,Y (front to back of the first building),"Correct, if Sheep is further back than the Cat",1,1,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,Y,3D_first,1
ZKS,object-object.relations,Z (height),"Correct, if they are on the same level",0,NA,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,Z,3D_first,0
XBS,object-object.relations,Tree to Sheep? X (from left to right of the front of the first building),"Correct, if Tree is further left than the Sheep",1,1,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,X,3D_first,1
YBS,object-object.relations,Y (front to back of the first building),"Correct, if Tree is closer to the front than the Sheep",1,1,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,Y,3D_first,1
ZBS,object-object.relations,Z (height),"Correct, if Sheep is above the Trees",0,NA,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,Z,3D_first,0
XAS,object-object.relations,Car to Sheep? X (from left to right of the front of the first building),"Correct, if Car is further left than the Sheep",1,1,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,X,3D_first,1
YAS,object-object.relations,Y (front to back of the first building),"Correct, if Sheep is further back than the Car",1,1,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,Y,3D_first,1
ZAS,object-object.relations,Z (height),"Correct, if Sheep is above the Car",1,1,NA,137,2D,14,18,Female,I used VR <10 times in my life,00:07:21.191,NA,00:05:02.74,NA,2,17.5,NA,00:05:29,Z,3D_first,1
XYPG1,path-building.relations,Path to building 1?,"Correct, if both conditions apply:
- the first segment of the path goes through the building
- The last segment of the path overlaps with the building and goes across it",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,X,2D_first,1
ZPG1,path-building.relations,Path to building 1?,"Correct, if both conditions apply:
- the first segment of the path goes under the roof
- The last segment of the path is above the roof",1,0,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Z,2D_first,1
XYPG2,path-building.relations,Path to building 2?,"Correct, if the path comes through the building",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,X,2D_first,1
ZPG2,path-building.relations,Path to building 2?,"Correct, if the path comes through the openning in the top of the building",0,NA,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Z,2D_first,0
XYPG3,path-building.relations,Path to building 3?,"Correct, if the path makes a left turn behind the building",1,0,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,X,2D_first,1
ZPG3,path-building.relations,Path to building 3?,"Correct, the path's height is in the top half part of the building",0,NA,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Z,2D_first,0
XYPG4,path-building.relations,Path to building 4?,"Correct, if the path is to the right side of the building and does not cross/overlap it",1,0,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,X,2D_first,1
ZPG4,path-building.relations,Path to building 4?,"Correct, if the path's height is in the top half part of the building",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Z,2D_first,1
XYPG5,path-building.relations,Path to building 5?,"Correct, if the path goes between two towers",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,X,2D_first,1
ZPG5,path-building.relations,Path to building 5?,"Correct, if the path goes under the bridge of the building",1,0,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Z,2D_first,1
XYPG6,path-building.relations,Path to building 6?,"Correct, if the path makes 2 circles around the building",1,0,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,X,2D_first,1
ZPG6,path-building.relations,Path to building 6?,"Correct, if the path starts from the bottom and goes higher while circumnavigating the building",1,0,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Z,2D_first,1
XNP,object-path.relations,Rhino to path? X (from left to right of the front of the first building),"Correct, if the Rhino is inside the circle path segment that goes around building 6",0,NA,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,X,2D_first,0
YNP,object-path.relations,Y (front to back of the first building),"Correct, if Rhino is in between the front side of the circle path segment and building 6",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Y,2D_first,0
ZNP,object-path.relations,Z (height),"Correct, if the Rhino is lower than all path lines that goes around building 6",0,NA,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Z,2D_first,0
XSP,object-path.relations,Sheep to path? X (from left to right of the front of the first building),"Correct, if the Sheep is further left than the left turn segment that goes behind building 3",1,0,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,X,2D_first,1
YSP,object-path.relations,Y (front to back of the first building),"Correct, if Sheep is closer to the front than the left turn segment that goes behind building 3",1,0,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Y,2D_first,1
ZSP,object-path.relations,Z (height),"Correct, if Sheep is on the same height(overlapped boundaries in the Z-direction) as the left turn segment that goes behind building 3",0,NA,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Z,2D_first,0
XHP,object-path.relations,Shark to path? X (from left to right of the front of the first building),"Correct, if Shark is further to the left than any part of the path",1,0,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,X,2D_first,1
YHP,object-path.relations,Y (front to back of the first building),"Correct, if the Shark is between the 2 turns at the beginning and at the end of building 4",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Y,2D_first,1
ZHP,object-path.relations,Z (height),"Correct, if Shark is higher than the path passing next to it.",0,NA,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Z,2D_first,0
XKP,object-path.relations,cat to path? X (from left to right of the front of the first building),"Correct, if Cat is between the first right turn of the path and the left turn of the path that goes out from building 2",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,X,2D_first,1
YKP,object-path.relations,Y (front to back of the first building),"Correct, if Cat is further in the back than the path segment that goes through building 2.",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Y,2D_first,1
ZKP,object-path.relations,Z (height),"Correct, if Cat is on the same height(overlapped boundaries in the Z-direction) as the path segment that goes through of building 2.",0,NA,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Z,2D_first,0
XBP,object-path.relations,Trees to path? X (from left to right of the front of the first building),"Correct, if the Tree is between two turns before and after building 5",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,X,2D_first,1
YBP,object-path.relations,Y (front to back of the first building),"Correct, if the Tree is ca. as far in front as the path segment that goes through building 5",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Y,2D_first,1
ZBP,object-path.relations,Z (height),"Correct, if Tree is higher than the path segment that goes through building 5",0,NA,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Z,2D_first,0
XAP,object-path.relations,Car to path? X (from left to right of the front of the first building),"Correct, if Car is further right than the first segment of the path",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,X,2D_first,1
YAP,object-path.relations,Y (front to back of the first building),"Correct, if Car is between the start of the path and the first right turn of the path.",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Y,2D_first,1
ZAP,object-path.relations,Z (height),"Correct, if Car is on the same height(overlapped boundaries in the Z-direction) as the first segment of the path",0,NA,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Z,2D_first,0
XAB,object-object.relations,Car to tree? X (from left to right of the front of the first building),"Correct, if Car is further right than the Tree",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,X,2D_first,1
YAB,object-object.relations,Y (front to back of the first building),"Correct, if Car is closer to the front than the Tree",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Y,2D_first,1
ZAB,object-object.relations,Z (height),"Correct, if Car is below the Tree.",0,NA,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Z,2D_first,0
XAK,object-object.relations,Car to cat? X (from left to right of the front of the first building),"Correct, if Car is further to the left than the Cat",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,X,2D_first,1
YAK,object-object.relations,Y (front to back of the first building),"Correct, if Car is more to the front than the Cat",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Y,2D_first,1
ZAK,object-object.relations,Z (height),"Correct, if Car is below the Cat",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Z,2D_first,1
XBK,object-object.relations,Tree to cat? X (from left to right of the front of the first building),"Correct, if Tree is further to the left than the Cat",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,X,2D_first,1
YBK,object-object.relations,Y (front to back of the first building),"Correct, if Tree is further to the back than the Cat",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Y,2D_first,1
ZBK,object-object.relations,Z (height),"Correct, if Tree is below the Cat",0,NA,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Z,2D_first,0
XKN,object-object.relations,cat to Rhino X (from left to right of the front of the first building),"Correct, if Cat is further right than the Rhino",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,X,2D_first,1
YKN,object-object.relations,Y (front to back of the first building),"Correct, if Cat is further to the back than the Rhino",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Y,2D_first,1
ZKN,object-object.relations,Z (height),"Correct, if Cat is above the Rhino",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Z,2D_first,1
XAN,object-object.relations,Car to Rhino? X (from left to right of the front of the first building),"Correct, if Car is further right than the Rhino",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,X,2D_first,1
YAN,object-object.relations,Y (front to back of the first building),"Correct, if Car is closer to the front than the Rhino",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Y,2D_first,1
ZAN,object-object.relations,Z (height),"Correct, if both are on the same level",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Z,2D_first,1
XBN,object-object.relations,Tree to Rhino? X (from left to right of the front of the first building),"Correct, if Tree and Rhino are the same to the left",1,0,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,X,2D_first,1
YBN,object-object.relations,Y (front to back of the first building),"Correct, if Tree is further back than the Rhino",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Y,2D_first,1
ZBN,object-object.relations,Z (height),"Correct, if Tree is above the Rhino",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Z,2D_first,1
XKH,object-object.relations,Cat to Shark? X (from left to right of the front of the first building),"Correct, if Cat is further right than the Shark",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,X,2D_first,1
YKH,object-object.relations,Y (front to back of the first building),"Correct, if Cat is closer to the front than the Shark",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Y,2D_first,1
ZKH,object-object.relations,Z (height),"Correct, if Cat is above the Shark",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Z,2D_first,0
XNH,object-object.relations,Rhino to Shark? X (from left to right of the front of the first building),"Correct, if Rhino is further right than the Shark",1,0,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,X,2D_first,1
YNH,object-object.relations,Y (front to back of the first building),"Correct, if Rhino is closer to the front than the Shark",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Y,2D_first,1
ZNH,object-object.relations,Z (height),"Correct, if Shark is above the Rhino",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Z,2D_first,1
XBH,object-object.relations,Tree to shark? X (from left to right of the front of the first building),"Correct, if Tree is further right than the Shark",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,X,2D_first,1
YBH,object-object.relations,Y (front to back of the first building),"Correct, if Tree is closer to the front than the Shark",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Y,2D_first,1
ZBH,object-object.relations,Z (height),"Correct, if Tree and Shark are on the same level",0,NA,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Z,2D_first,0
XAH,object-object.relations,Car to shark? X (from left to right of the front of the first building),"Correct, if Car is further to the right than the Shark",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,X,2D_first,1
YAH,object-object.relations,Y (front to back of the first building),"Correct, if Car is closer to the front than the Shark",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Y,2D_first,1
ZAH,object-object.relations,Z (height),"Correct, if Shark is above the Car",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Z,2D_first,1
XSH,object-object.relations,Sheep to Shark? X (from left to right of the front of the first building),"Correct, if Sheep is further right than the Shark",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,X,2D_first,1
YSH,object-object.relations,Y (front to back of the first building),"Correct, if Sheep is further back than the Shark",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Y,2D_first,1
ZSH,object-object.relations,Z (height),"Correct, if Sheep is above the Shark",0,NA,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Z,2D_first,0
XNS,object-object.relations,Rhino to sheep? X (from left to right of the front of the first building),"Correct, if Rhino is further left than the Sheep",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,X,2D_first,1
YNS,object-object.relations,Y (front to back of the first building),"Correct, if Rhino is closer to the front than the Sheep",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Y,2D_first,1
ZNS,object-object.relations,Z (height),"Correct, if Sheep is above the Rhino",0,NA,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,Z,2D_first,0
XKS,object-object.relations,cat to Sheep? X (from left to right of the front of the first building),"Correct, if Sheep is further right than the Cat",1,1,NA,138,2D,13,28,Female,I used VR <10 times in my life,00:10:43.609,NA,00:09:56.61,NA,1,46.67,NA,00:16:41,X,2D_first,1
